,Sr.No.,Grocery_Name,Brand_Name,MRP_Price,Discount_Price,Total Disc,Percetage Disc,Quantity,strip_qua,Converted_Quantity,Numeric_Part
803,803,"Chilli Powder - Perfect Colour, Smell & Taste",Eastern,335.0,335.0,0.0,0.0,500 g ,500 g ,500.0,500.0
804,804,"Star Anise - Whole, Rich In Vitamins, Relieve Menopause Symptoms",Zoff,70.0,31.3,38.7,55.29,20 g ,20 g ,20.0,20.0
805,805,Amla Masti,BB Royal,220.0,156.0,64.0,29.09,280 g - No,280 g ,280.0,280.0
806,806,Bellar Dal/Avarebele - Split,BB Royal,65.0,64.0,1.0,1.54,200 g ,200 g ,200.0,200.0
807,807,Organic - Mustard/Sasive/Rai Big,BB Royal,49.0,39.0,10.0,20.41,200 g ,200 g ,200.0,200.0
808,808,Idly Rava,24 Mantra Organic,55.0,55.0,0.0,0.0,500 g - Pouch,500 g ,500.0,500.0
809,809,Daliya,Patanjali,30.0,30.0,0.0,0.0,500 g ,500 g ,500.0,500.0
810,810,"Puliyogare Masala - Natural Tamarind, Authentic South Indian Taste",Tata Sampann,70.0,63.0,7.0,10.0,100 g ,100 g ,100.0,100.0
811,811,Super Garam Masala,Eastern,105.0,94.5,10.5,10.0,200 g - Pouch,200 g ,200.0,200.0
812,812,Boiled Rice Rajabogham Deluxe,BB Royal,1820.0,1464.0,356.0,19.56,26 kg - Yes,26 kg ,26000.0,26000.0
813,813,Sabudana,Vijay,65.0,63.7,1.2999999999999972,2.0,500 g ,500 g ,500.0,500.0
814,814,Sprinklers - Black Pepper,Catch,195.0,195.0,0.0,0.0,100 g - can,100 g ,100.0,100.0
815,815,Coriander Powder,Aashirvaad,230.0,167.9,62.099999999999994,27.0,500 g ,500 g ,500.0,500.0
816,816,Organic - Mixed Dal,BB Royal,200.0,185.0,15.0,7.5,1 kg ,1 kg ,1000.0,1000.0
817,817,Virgin Cold Pressed Groundnut Oil,Chekko,2200.0,2046.0,154.0,7.0,5 L ,5 L ,5000.0,5000.0
818,818,"Chekku Gingelly/Sesame Oil - Argemone Oil Free, No Preservatives, For Cooking Use",RAS CHEKKU OIL,1018.0,967.1,50.89999999999998,5.0,2 l ,2 l ,2000.0,2000.0
819,819,Organic - Black Rice/Akki,BB Royal,139.0,106.0,33.0,23.74,500 g ,500 g ,500.0,500.0
820,820,Organic Seeds - Cumin,Organic Tattva,180.0,171.0,9.0,5.0,100 g - Pouch,100 g ,100.0,100.0
821,821,Semi Brown Rice,24 Mantra Organic,1180.0,1003.0,177.0,15.0,2x5 kg - Multipack,2x5 kg ,"(10.0, 'kg')",10.0
822,822,Bengali Sona Masoor Dal,BB Royal,260.0,198.0,62.0,23.85,1 kg - Pouch,1 kg ,1000.0,1000.0
823,823,"Fenugreek Seeds - Aids In Weight Loss, Great For Hair & Skin",Sri Sri Tattva,30.0,30.0,0.0,0.0,100 g ,100 g ,100.0,100.0
824,824,Basmati Rice - Golden Sella (Parboiled),BB Royal,250.0,207.77,42.22999999999999,16.89,2x1 kg - Multipack,2x1 kg ,"(2.0, 'kg')",2.0
825,825,Hazelnut,BB Royal,200.0,194.0,6.0,3.0,100 g - Pouch,100 g ,100.0,100.0
826,826,Pitted Prunes,REGENCY,295.0,236.0,59.0,20.0,240 g ,240 g ,240.0,240.0
827,827,Vanaspati,Dalda ,83.0,75.6,7.400000000000006,8.92,500 ml - Pouch,500 ml ,500.0,500.0
828,828,Black Salt Sprinklers - Adds Flavour & Aroma,Catch,45.0,45.0,0.0,0.0,200 g - can,200 g ,200.0,200.0
829,829,Organic Powder - Jaggery/Bella,Pro Nature,86.0,60.2,25.799999999999997,30.0,400 g - Pouch,400 g ,400.0,400.0
830,830,Soya Granules - High Protein,Nutrela,210.0,179.0,31.0,14.76,1 kg - Poly Pack,1 kg ,1000.0,1000.0
831,831,Whole Wheat Atta/Godihittu - Pesticide Free,Safe Harvest,365.0,317.55,47.44999999999999,13.0,5 kg ,5 kg ,5000.0,5000.0
832,832,Palm Jaggery - Eco Box,mypalm,220.0,220.0,0.0,0.0,500 g ,500 g ,500.0,500.0
833,833,Masala - Chana,Mdh,780.0,780.0,0.0,0.0,10x100 g - Multipack,10x100 g ,"(1000.0, 'g')",1000.0
834,834,Gold Maida/Processed Wheat Flour,Vijay,65.0,63.7,1.2999999999999972,2.0,1 kg ,1 kg ,1000.0,1000.0
835,835,Amchur Powder,Catch,180.0,135.0,45.0,25.0,2x100 g - Multipack,2x100 g ,"(200.0, 'g')",200.0
836,836,Chilli Powder,24 Mantra Organic,210.0,165.0,45.0,21.43,3x100 g - Multipack,3x100 g ,"(300.0, 'g')",300.0
837,837,Premium Roasted & Salted Californian Pistachios,Happilo,925.0,804.75,120.25,13.0,500 g ,500 g ,500.0,500.0
838,838,Cardamom Powder,SNAPIN,199.0,179.1,19.900000000000006,10.0,45 g ,45 g ,45.0,45.0
839,839,"Biryani Masala - Perfect Colour, Smell & Taste",Eastern,176.0,137.28,38.72,22.0,2x100 g - Multipack,2x100 g ,"(200.0, 'g')",200.0
840,840,Kismiss,24 Mantra Organic,70.0,70.0,0.0,0.0,100 g - Pouch,100 g ,100.0,100.0
841,841,Virgin Groundnut Oil,Patanjali,225.0,225.0,0.0,0.0,1 L - Bottle,1 L ,1000.0,1000.0
842,842,Premium Cow Ghee - For Better Digestion & Immunity,Sri Sri Tattva,3380.0,3380.0,0.0,0.0,4x1 L - (Multipack),4x1 L ,"(4.0, 'l')",4.0
843,843,Kashmiri Mirch Powder - Traditionally Sundried & Cleaned,Aashirvaad,140.0,112.0,28.0,20.0,100 g ,100 g ,100.0,100.0
844,844,Red Chilli Flakes,HappyChef,99.0,69.0,30.0,30.3,60 g ,60 g ,60.0,60.0
845,845,Bengali Sona Moong Dal,BB Royal,280.0,198.0,82.0,29.29,1 kg - Pouch,1 kg ,1000.0,1000.0
846,846,Organic Cardamom Powder,BB Royal,91.0,89.0,2.0,2.2,20 g ,20 g ,20.0,20.0
847,847,Black Chia Seeds,GoodDiet,225.0,149.0,76.0,33.78,150 g ,150 g ,150.0,150.0
848,848,"Kashmiri Red Chilli Powder with Natural Oils, Natural Red Colour",Tata Sampann,140.0,140.0,0.0,0.0,100 gm ,100 gm ,100.0,100.0
849,849,"Premium Cranberries - Californian, Sliced Dried & Sweet",Happilo,100.0,98.0,2.0,2.0,2x35 g - Multipack,2x35 g ,"(70.0, 'g')",70.0
850,850,Dhania - Dal,BB Royal,120.0,85.0,35.0,29.17,200 g ,200 g ,200.0,200.0
851,851,Hing - Compounded Asafoetida,BB Royal,80.0,70.0,10.0,12.5,50 g ,50 g ,50.0,50.0
852,852,"Walnuts/Akhrot - Rich In Antioxidant & Omega 3, Cholesterol Free",Everyday Four,465.0,465.0,0.0,0.0,200 g - Box,200 g ,200.0,200.0
853,853,Whole Wheat Atta,Sri Sri Tattva,315.0,315.0,0.0,0.0,5 kg ,5 kg ,5000.0,5000.0
854,854,Seeds Mix,Fresho Signature,130.0,62.98,67.02000000000001,51.55,2x50 g - Multipack,2x50 g ,"(100.0, 'g')",100.0
855,855,Rajgira Ke Atta - Gluten Free,Graminway,105.0,105.0,0.0,0.0,450 g ,450 g ,450.0,450.0
856,856,Chilli Powder,Aashirvaad,400.0,360.0,40.0,10.0,500 g ,500 g ,500.0,500.0
857,857,Organic - Broken Rice/Akki,BB Royal,79.0,59.0,20.0,25.32,1 kg ,1 kg ,1000.0,1000.0
858,858,Olive Oil - Pomace,Disano,2790.0,1439.86,1350.14,48.39,2x1 L - Multipack,2x1 L ,"(2.0, 'l')",2.0
859,859,Dry Ginger/Adrak,BB Royal,80.0,79.0,1.0,1.25,100 g ,100 g ,100.0,100.0
860,860,"Low GI 7-Grain Atta, Diabetic Friendly Atta, Multigrain, High Fibre",Sugar Watchers,1690.0,1487.2,202.79999999999995,12.0,2 x 5 kg - Multipack,2 x 5 kg ,"(10.0, 'kg')",10.0
861,861,Low GI Rice,24 Mantra Organic,720.0,495.0,225.0,31.25,3x2 kg - Multipack,3x2 kg ,"(6.0, 'kg')",6.0
862,862,Powder - Haldi,Mdh,160.0,160.0,0.0,0.0,500 g - Pouch,500 g ,500.0,500.0
863,863,"A2 Desi Cow Ghee - Vedic Bilona Method, Traditional Curd Churned",Auric,1200.0,1044.0,156.0,13.0,500 ml - Glass Jar,500 ml ,500.0,500.0
864,864,Dry Ginger Powder,BB Royal,80.0,68.0,12.0,15.0,100 g ,100 g ,100.0,100.0
865,865,"Himalayan Cow Ghee - Original, Pure & Natural",Himalayan Natives,949.0,832.75,116.25,12.25,1 L ,1 L ,1000.0,1000.0
866,866,Pulses Combo Pack - Unpolished Toor Dal/Arhar Dal & Unpolished Chana Dal,Tata Sampann,438.0,394.2,43.80000000000001,10.0,2 pcs - (1 kg each),2 pcs ,2.0,2.0
867,867,Rock Salt/Sendha Namak - For A Healthy Life,Sri Sri Tattva,480.0,480.0,0.0,0.0,4x1 kg - (Multipack),4x1 kg ,"(4.0, 'kg')",4.0
868,868,Organic - Mace Whole/Javitri,BB Royal,99.0,98.0,1.0,1.01,20 g ,20 g ,20.0,20.0
869,869,Foxtail Millet - Kaon/Kang/Kangni/Kakum/Navani/Korralu/Korra/Thinai,Manna,189.0,141.75,47.25,25.0,500 g ,500 g ,500.0,500.0
870,870,Cold Pressed Kachi Ghani Mustard Cooking Oil,BB Royal Organic,1350.0,890.01,459.99,34.07,3x1L - Multipack,3x1L ,"(3.0, 'l')",3.0
871,871,Nirmal Virgin Coconut Oil - Narrow Neck,Klf ,220.0,200.0,20.0,9.09,250 ml ,250 ml ,250.0,250.0
872,872,Organic - Cinnamon/Chakke Powder,BB Royal,149.0,143.0,6.0,4.03,200 g ,200 g ,200.0,200.0
873,873,"Organic Groundnut Oil - Cold Pressed, Rich In Vitamin A, D & E",Phalada Pure & Sure,1900.0,1805.0,95.0,5.0,5 L ,5 L ,5000.0,5000.0
874,874,Double Beans - Red,BB Royal,110.0,109.0,1.0,0.91,200 g - Pouch,200 g ,200.0,200.0
875,875,Kashmiri Lal Mirch (Sweet Red Chilli),JK,110.0,110.0,0.0,0.0,100 g ,100 g ,100.0,100.0
876,876,Easy Idiyappam Powder,Double Horse,62.0,62.0,0.0,0.0,500 g - Pouch,500 g ,500.0,500.0
877,877,Natureâ€™s Superfoods Multi Millet Mix - Rich In Dietary Fibre,Aashirvaad,160.0,136.0,24.0,15.0,1 kg - Pouch,1 kg ,1000.0,1000.0
878,878,Organic - Sesame,Pro Nature,142.0,134.9,7.099999999999994,5.0,200 g - Pouch,200 g ,200.0,200.0
879,879,Green Chana,BB Royal,170.0,96.0,74.0,43.53,500 g - Pouch,500 g ,500.0,500.0
880,880,Turmeric Powder/Arisina Pudi,Eastern,110.0,84.0,26.0,23.64,2x250 g - Multipack,2x250 g ,"(500.0, 'g')",500.0
881,881,Organic - Jaggery/Bella Powder,Turn Organic,90.0,90.0,0.0,0.0,500 g - Pouch,500 g ,500.0,500.0
882,882,Veg Manchurian Masala,Chings,50.0,50.0,0.0,0.0,5 x 20 g - Multipack,5 x 20 g ,"(100.0, 'g')",100.0
883,883,"Refined Groundnut Oil, Primio",Rro,255.0,255.0,0.0,0.0,1 L - Bottle,1 L ,1000.0,1000.0
884,884,Organic - Barley Flour/Jave Godhi,BB Royal,78.0,59.0,19.0,24.36,500 g ,500 g ,500.0,500.0
885,885,Pizza Oregano Spice Mix,HappyChef,99.0,69.0,30.0,30.3,75 g ,75 g ,75.0,75.0
886,886,"Pure & Unrefined Cold Pressed Sesame Gingelly Oil - Naturally, Cholesterol Free, With Rich Aroma & Flavour",Tata Simply Better,649.0,551.65,97.35000000000002,15.0,1 L ,1 L ,1000.0,1000.0
887,887,Gold Fried Gram/ Roasted Channa,Vijay,84.0,84.0,0.0,0.0,500 g ,500 g ,500.0,500.0
888,888,Bandhani Hing/Compounded Asafoetida - Strong Flavour & Aroma,Tata Sampann,285.0,250.8,34.19999999999999,12.0,100 g ,100 g ,100.0,100.0
889,889,Organic Seeds - Mustard/Sasive,Pro Nature,84.0,75.6,8.400000000000006,10.0,200 g - Pouch,200 g ,200.0,200.0
890,890,Kodo Millet - Kodra/Varagu/Arikelu/Hark/Varigu,Manna,189.0,151.2,37.80000000000001,20.0,500 g ,500 g ,500.0,500.0
891,891,Organic Watermelon Seeds/Kallangadi Bija,BB Royal,161.0,144.0,17.0,10.56,100 g ,100 g ,100.0,100.0
892,892,Roasted Rava,Elite,75.0,75.0,0.0,0.0,1 kg - Pillow Pouch,1 kg ,1000.0,1000.0
893,893,Rajma Masala - Enhances Flavour,Catch,82.0,61.5,20.5,25.0,100 g - Carton,100 g ,100.0,100.0
894,894,Jaya Boiled Rice,BB Royal,300.0,270.0,30.0,10.0,5 kg - Bag,5 kg ,5000.0,5000.0
895,895,Chunky Chat,Mdh,85.0,85.0,0.0,0.0,100 g - Carton,100 g ,100.0,100.0
896,896,Premium Pumpkin Seeds - All Natural,Happilo,550.0,467.5,82.5,15.0,2x200 g - Multipack,2x200 g ,"(400.0, 'g')",400.0
897,897,Virgin Cold Pressed Sesame Oil,Chekko,3045.0,2892.75,152.25,5.0,5 L ,5 L ,5000.0,5000.0
898,898,"Lashkari Kollam Premium Rice - Light Weight, Easy To Digest, Soft Texture",Sri Sri Tattva,90.0,90.0,0.0,0.0,1 kg ,1 kg ,1000.0,1000.0
899,899,Broken Wheat - Daliya,Elite,42.0,42.0,0.0,0.0,500 g - Pillow Pouch,500 g ,500.0,500.0
900,900,"Rice - Jeerasar, New Rice/Nava Chokha, Guj 17",BB Popular,0.0,0.0,0.0,,25 kg ,25 kg ,25000.0,25000.0
901,901,"Apricots - Dried, Premium Turkish",Happilo,730.0,649.7,80.29999999999995,11.0,2x200 g - Multipack,2x200 g ,"(400.0, 'g')",400.0
902,902,Basmati Rice - Everyday,BB Royal,990.0,737.75,252.25,25.48,2x5 Kg - Multipack,2x5 Kg ,"(10.0, 'kg')",10.0
903,903,Red Poha,24 Mantra Organic,190.0,171.0,19.0,10.0,2x500 g - Multipack,2x500 g ,"(1000.0, 'g')",1000.0
904,904,Masala - Sambhar,Everest,160.0,160.0,0.0,0.0,200 g ,200 g ,200.0,200.0
905,905,Mix - Chicken Biryani,Mother's Recipe,165.0,135.0,30.0,18.18,3x100 g - (Multipack),3x100 g ,"(300.0, 'g')",300.0
906,906,Turmeric Powder/Arisina Pudi,Sakthi,72.0,64.8,7.200000000000003,10.0,200 g - Pouch,200 g ,200.0,200.0
907,907,Soya Chunks - Nano,Double Horse,67.0,67.0,0.0,0.0,200 g - 0,200 g ,200.0,200.0
908,908,Wheat - Sihor,BB Royal,70.0,45.0,25.0,35.71,1 kg ,1 kg ,1000.0,1000.0
909,909,"Coconut Milk Powder - Rich In Vitamins & Minerals, Thick, Tasty",KLF Coconad,850.0,850.0,0.0,0.0,1 Kg ,1 Kg ,1000.0,1000.0
910,910,Oil - Sesame,Idhayam,503.0,503.0,0.0,0.0,1 L - Can,1 L ,1000.0,1000.0
911,911,Rice Flour,24 Mantra Organic,130.0,114.4,15.599999999999994,12.0,2x500 g - Multipack,2x500 g ,"(1000.0, 'g')",1000.0
912,912,Masala - Kulambu Chilly,Aachi,110.0,93.5,16.5,15.0,200 g - Pouch,200 g ,200.0,200.0
913,913,Kabuli Chana,24 Mantra Organic,450.0,362.1,87.89999999999998,19.53,3x500 g - Multipack,3x500 g ,"(1500.0, 'g')",1500.0
914,914,Virgin Groundnut Oil,Patanjali,1125.0,1125.0,0.0,0.0,5 L - Jar,5 L ,5000.0,5000.0
915,915,"Green Long Raisin - Enriched With Vitamin A, Improves Eye Sight, Digestion",Farmley,239.0,191.2,47.80000000000001,20.0,500 g ,500 g ,500.0,500.0
916,916,Paste - Garlic,Mother's Recipe,22.0,20.9,1.1000000000000014,5.0,100 g - Pouch,100 g ,100.0,100.0
917,917,Masala - Fish Fry,Aachi,34.0,28.9,5.100000000000001,15.0,50 g - Pouch,50 g ,50.0,50.0
918,918,Powder - Deggi Mirch,Mdh,125.0,125.0,0.0,0.0,100 g - Carton,100 g ,100.0,100.0
919,919,100% Natural Nut Powder - No Added Sugar Or Preservatives,Slurrp Farm,499.0,499.0,0.0,0.0,100 g ,100 g ,100.0,100.0
920,920,Dates/Kharjura - Medjool,BB Royal,1000.0,737.0,263.0,26.3,500 g ,500 g ,500.0,500.0
921,921,"Halim Seeds - Healthy Seeds , For Weight Loss",True Elements,299.0,245.18,53.81999999999999,18.0,500 g ,500 g ,500.0,500.0
922,922,Maida,Fortune ,39.0,35.1,3.8999999999999986,10.0,500 g - Pouch,500 g ,500.0,500.0
923,923,Super Saver Ponni Boiled Rice,Super Saver,1820.0,1452.0,368.0,20.22,26 kg - Yes,26 kg ,26000.0,26000.0
924,924,Powder - Hingraj,Everest,275.0,275.0,0.0,0.0,100 g ,100 g ,100.0,100.0
925,925,Organic - Coriander Whole,Pro Nature,119.0,107.1,11.900000000000006,10.0,200 g - Pouch,200 g ,200.0,200.0
926,926,Organic - Wheat Broken/Dhaliya,BB Royal,89.0,66.0,23.0,25.84,1 kg ,1 kg ,1000.0,1000.0
927,927,Wheat Daliya - Pesticide Free,Safe Harvest,52.0,49.4,2.6000000000000014,5.0,500 g ,500 g ,500.0,500.0
928,928,"Smart Edible Oil - Enriched With Vitamin A, D , E & K",Oleev,180.0,140.99,39.00999999999999,21.67,1 L ,1 L ,1000.0,1000.0
929,929,"Pure & Unrefined Cold Pressed Virgin Coconut Oil - Naturally, Cholesterol Free",Tata Simply Better,699.0,559.2,139.79999999999995,20.0,1 L ,1 L ,1000.0,1000.0
930,930,Premium Aromatic Govind Bhog Rice,BONGO BHOG,800.0,800.0,0.0,0.0,5 kg ,5 kg ,5000.0,5000.0
931,931,Sugar/Sakkare - Brown,Pro Nature,154.0,130.9,23.099999999999994,15.0,1 kg ,1 kg ,1000.0,1000.0
932,932,Sampoorna Chakki Atta/Godihittu,Nature Fresh,475.0,440.73,34.26999999999998,7.21,10 Kg - Bag,10 Kg ,10000.0,10000.0
933,933,Premium Diwali Gift Box,BB Royal,299.0,190.0,109.0,36.45,"200 g - (Almonds, Raisins, Cashews, Apricots, 50 g each)",200 g ,200.0,200.0
934,934,Dates - Royal Zahidi,Apis,240.0,220.0,20.0,8.33,500 g - Buy 1 Get 1 Free,500 g ,500.0,500.0
935,935,Mixed Fruit,Fresho Signature,195.0,169.0,26.0,13.33,150 g ,150 g ,150.0,150.0
936,936,Besan Flour,24 Mantra Organic,285.0,228.0,57.0,20.0,3x500 g - Multipack,3x500 g ,"(1500.0, 'g')",1500.0
937,937,Olive Oil - Extra Light,Del Monte ,3500.0,2441.76,1058.2399999999998,30.24,2x1 L - Multipack,2x1 L ,"(2.0, 'l')",2.0
938,938,Split Pigeon Pea Toor Dal - Rich In Protein & Folic Acid,Sri Sri Tattva,180.0,180.0,0.0,0.0,1 kg ,1 kg ,1000.0,1000.0
939,939,Cow Ghee/Tuppa - Certified Organic,Nutriorg,670.0,670.0,0.0,0.0,500 ml ,500 ml ,500.0,500.0
940,940,"White Sesame Seeds Til - Highly Nutritious, Boosts Overall Health",Sri Sri Tattva,60.0,60.0,0.0,0.0,100 g ,100 g ,100.0,100.0
941,941,"Quinoa - 100% Wholegrain, High Protein, Breakfast Cereal, Gluten Free, Diet Food",True Elements,1100.0,770.0,330.0,30.0,2 kg ,2 kg ,2000.0,2000.0
942,942,Traditional Whole Wheat Chakki Atta,Patanjali,425.0,425.0,0.0,0.0,10 Kg ,10 Kg ,10000.0,10000.0
943,943,Canola Oil - For All Types Of Cooking,Miller,1499.0,1018.44,480.55999999999995,32.06,5 L ,5 L ,5000.0,5000.0
944,944,Cashew/Godambi - Roasted & Salted,BB Royal,200.0,116.0,84.0,42.0,100 g - Standy Ziplock Pouch,100 g ,100.0,100.0
945,945,Moong Dal,Safe Harvest,135.0,112.05,22.950000000000003,17.0,500 g ,500 g ,500.0,500.0
946,946,Ragi Dosa Mix,Indira's,125.0,125.0,0.0,0.0,500 g - Pouch,500 g ,500.0,500.0
947,947,Madras Sambar Powder,Eastern,56.0,56.0,0.0,0.0,100 g ,100 g ,100.0,100.0
948,948,"Chhole Masala - With Natural Oils, Crafted By Chef Sanjeev Kapoor",Tata Sampann,80.0,76.0,4.0,5.0,100 g ,100 g ,100.0,100.0
949,949,Organic - Castor Oil,Phalada Pure & Sure,140.0,133.0,7.0,5.0,250 ml - Bottle,250 ml ,250.0,250.0
950,950,Dried Cranberries,True Elements,500.0,460.0,40.0,8.0,2x125 g - Multipack,2x125 g ,"(250.0, 'g')",250.0
951,951,"Organic - Urad Dal/Uddina Bele, Atta",BB Royal,99.0,93.0,6.0,6.06,500 g ,500 g ,500.0,500.0
952,952,Amla Chatpata Dry Fruit,Fresho Signature,130.0,112.1,17.900000000000006,13.77,2x50 g - Multipack,2x50 g ,"(100.0, 'g')",100.0
953,953,Baskati - Rice,BB Popular,800.0,634.0,166.0,20.75,10 kg ,10 kg ,10000.0,10000.0
954,954,Black Raisins - Premium Afghani Seedless,Happilo,490.0,392.0,98.0,20.0,2x250 g - Multipack,2x250 g ,"(500.0, 'g')",500.0
955,955,Dry Fruit - Cherry,Kiara Foods,90.0,90.0,0.0,0.0,200 g ,200 g ,200.0,200.0
956,956,Dates/Kharjura - Layina,Lion,220.0,206.8,13.199999999999989,6.0,500 gm ,500 gm ,500.0,500.0
957,957,Everyday Basmati Rice/Basmati Akki,Fortune ,169.0,126.02,42.980000000000004,25.43,1 kg - Pouch,1 kg ,1000.0,1000.0
958,958,"Basmati Rice/Basmati Akki - Authentic, Super Value",Kohinoor,810.0,533.62,276.38,34.12,5 kg - (25% Extra),5 kg ,5000.0,5000.0
959,959,Masala - Kitchen King,Mdh,79.0,79.0,0.0,0.0,100 g - Carton,100 g ,100.0,100.0
960,960,Chilli Powder,Aashirvaad,350.0,315.0,35.0,10.0,500 g ,500 g ,500.0,500.0
961,961,Basmati Rice - Rozana Regular,BB Royal,990.0,786.31,203.69000000000005,20.57,10 Kg ,10 Kg ,10000.0,10000.0
962,962,Raisins/Ona Drakshi - Afghan,BB Royal,750.0,461.0,289.0,38.53,500 g ,500 g ,500.0,500.0
963,963,Rajma Chitra,BB Super Saver,200.0,169.0,31.0,15.5,1 kg ,1 kg ,1000.0,1000.0
964,964,Cow Ghee Original - 100% Pure & Natural,Auric,999.0,899.1,99.89999999999998,10.0,1 L ,1 L ,1000.0,1000.0
965,965,Organic Sesame Oil - Promotes Heart Health,Kapiva,424.0,334.96,89.04000000000002,21.0,500 ml - Plastic Bottle,500 ml ,500.0,500.0
966,966,Charminar Rozana Basmati Rice/Basmati Akki,Kohinoor,560.0,337.48,222.51999999999998,39.74,5 kg ,5 kg ,5000.0,5000.0
967,967,Rice Bran Health Physically Refined Rice Bran Oil - Contains Natural Oryzanol & Natural Vitamins,Sunpure ,1050.0,621.6,428.4,40.8,5 L - Can,5 L ,5000.0,5000.0
968,968,Organic - Proso Millet,BB Royal,85.0,75.0,10.0,11.76,500 g ,500 g ,500.0,500.0
969,969,Premium Diwali Gift Box,BB Royal,749.0,525.0,224.0,29.91,"500 g - (Almonds, Cashews, Raisins, Pistachios, 125 g each)",500 g ,500.0,500.0
970,970,Kabuli Chana/Kabuli Kadale - Pesticide Free,Safe Harvest,145.0,121.8,23.200000000000003,16.0,500 g ,500 g ,500.0,500.0
971,971,Powder - Rasam,Sakthi,52.0,49.4,2.6000000000000014,5.0,50 g - Pouch,50 g ,50.0,50.0
972,972,Apricots/Khumani,BB Popular,500.0,362.0,138.0,27.6,500 g ,500 g ,500.0,500.0
973,973,Basmati Rice/Basmati Akki - Mini Mogra/Broken,India Gate,680.0,646.87,33.129999999999995,4.87,10 kg - Bag,10 kg ,10000.0,10000.0
974,974,"Sona Masuri Super Quality Steam Rice - Light Weight, Easy To Digest",Sri Sri Tattva,75.0,75.0,0.0,0.0,1 kg ,1 kg ,1000.0,1000.0
975,975,Rock Salt - Powder/Uppu,BB Royal,200.0,74.0,126.0,63.0,1 kg ,1 kg ,1000.0,1000.0
976,976,Organic Kala Chana/Kadale Kaalu,Pro Nature,102.0,86.7,15.299999999999997,15.0,500 g - Pouch,500 g ,500.0,500.0
977,977,Powder - Dry Ginger,Everest,90.0,90.0,0.0,0.0,100 g - Carton,100 g ,100.0,100.0
978,978,Brazilian Nuts,BB Royal,400.0,327.0,73.0,18.25,100 g ,100 g ,100.0,100.0
979,979,Xpert Pro Immunity Oil - Blend Of Rice Bran & Sunflower Oil,Fortune ,800.0,625.0,175.0,21.88,5 L - Jar,5 L ,5000.0,5000.0
980,980,Whole Wheat,24 Mantra Organic,375.0,330.0,45.0,12.0,5x1 kg - Multipack,5x1 kg ,"(5.0, 'kg')",5.0
981,981,"Pav Bhaji Masala - With Natural Oils, Crafted By Chef Sanjeev Kapoor",Tata Sampann,94.0,89.3,4.700000000000003,5.0,100 g ,100 g ,100.0,100.0
982,982,Safflower Oil,24 Mantra Organic,1650.0,1237.5,412.5,25.0,3x1 L - Multipack,3x1 L ,"(3.0, 'l')",3.0
983,983,Kashmiri Rajma/Capparadavare,BB Super Saver,180.0,167.0,13.0,7.22,1 kg ,1 kg ,1000.0,1000.0
984,984,Premium Dried Blueberry Cranberry Duet,Happilo,760.0,646.0,114.0,15.0,2x200 g - Multipack,2x200 g ,"(400.0, 'g')",400.0
985,985,"Organic Cardamom/Elaichi - Green, Small",Pro Nature,450.0,405.0,45.0,10.0,50 g ,50 g ,50.0,50.0
986,986,"Cold Pressed Groundnut Cooking Oil - Perfect Blend of Health, Taste & Aroma, Promotes Heart Health & Lowers Cholesterol Levels",Dabur,499.0,454.09,44.910000000000025,9.0,1 L - Bottle,1 L ,1000.0,1000.0
987,987,Sunflower Oil,Patanjali,120.0,120.0,0.0,0.0,1 L ,1 L ,1000.0,1000.0
988,988,Mitha Pan Mouth Freshener,BB Royal,80.0,60.0,20.0,25.0,90 g ,90 g ,90.0,90.0
989,989,Masala - Tandoori,Everest,187.0,187.0,0.0,0.0,200 g ,200 g ,200.0,200.0
990,990,Organic - Methi/Menthya/Fenugreek Powder,BB Royal,52.0,42.0,10.0,19.23,200 g ,200 g ,200.0,200.0
991,991,Cold Pressed Organic Sunflower Oil,Nutriorg,2450.0,2450.0,0.0,0.0,5 L - Container,5 L ,5000.0,5000.0
992,992,"Strawberry Cereal - No Sugar, Instant Healthy Cereal With Ragi, Rice & Milk",Slurrp Farm,349.0,349.0,0.0,0.0,200 g ,200 g ,200.0,200.0
993,993,"Dates - Black, With Seeds",BB Royal,600.0,379.0,221.0,36.83,1 kg ,1 kg ,1000.0,1000.0
994,994,Walnut/Akhrot - Inshell,BB Royal,625.0,375.0,250.0,40.0,500 g ,500 g ,500.0,500.0
995,995,Premium Cashews Toasted & Salted,Happilo,790.0,549.06,240.94000000000005,30.5,2x200 g - Multipack,2x200 g ,"(400.0, 'g')",400.0
996,996,Seasoning - Pasta,Keya,119.0,119.0,0.0,0.0,45 g ,45 g ,45.0,45.0
