,Product name,MRP,Discount,Tag,PerUnitPrice,Brand Generated
910," Rk Home Made Natural Syrup Pan Pasand Syrup Concentrated Syrups And Squash, 750 Ml ", 500.00 ,199.00,None,None,None
911," Teabox Hibiscus Cinnamon Clove Green Tea Bags 25 Pieces | For Healthy Heart | Made with 100% Whole Leaf, Natural Hibiscus, Cinnamon & Clove | 2 Free Samples Included ", 252.00 ,235.00,None,None,None
912," Eat Soya...BE SMART EAT SMART SOYA Drink Powder, Chocolate Flavor Plant-Based Vegan Milk Alternative, Non-GMO , Gluten Free, Lactose Free & 23% Protein 200g ", 250.00 ,226.00,None,None,None
913, Booster Water Black Alkaline Drink| 8+ pH Alkaline (500 ML Each Can) Mineral water(Pack of 6) , 540.00 ,486.00,None,None,Boost
914, Yethai Premium Dust Black Tea| Blend of Multi- Garden Assam and Nilgiris Tea | 100% Natural , 300.00 ,200.00,None,None,None
915, Skippi Icepops 100% Natural Ice Popsicles (36 x 70 ml) , 666.00 ,460.00,None,None,None
916, Mala's Pineapple Crush 1 L , 240.00 ,223.00,None,None,None
917," PureFoods Vietnamese Tender Coconut Water, 100% Pure Natural | Nariyal Paani Pack of 2 - 320ml each ",190.00,190.00,None,None,None
918, Rage Coffee - 100 GMS Original Blend , 499.00 ,314.00,None,None,None
919, 9 AM Powder Range Combo Pack of 5 (Custard 135gm+ Baking Soda 100gm+ Baking Powder 100gm+ Cocoa 50gm+ Drinking 100gm) , 250.00 ,225.00,None,None,None
920, DiaBliss Herbal Diabetic Friendly Herbal Lemon Tea - Low GI - 30 x 10 Grams Sachet Box ,225.00,225.00,None,None,None
921, GAJANAND Premium CTC Tea Leaf / 500gm / Pack of 1 / Chai Patti with Strong Taste and Refreshing Aroma / 100% Assam CTC Tea Leaves ,260.00,260.00,None,None,None
922, Leo Coffee Special A Filter Coffee Powder Medium Roast Pure Arabica - 250 g , 200.00 ,180.00,None,None,Leo
923," Fanta Strawberry Imported, 250 Ml |Pack of 2| Imported ", 400.00 ,360.00,None,None,Fanta
924, A. Mangals Milk Masala - Badam Drink Mix - Badam Powder with Badam Pieces 200g , 200.00 ,199.00,None,None,None
925, Bayar's Special Gold Filter Coffee 500 g ,360.00,360.00,None,None,None
926," Auric Ashwagandha Hot Chocolate | Protein Rich, Flavourful & Traditional | 250gm ", 700.00 ,310.00,None,None,Auric
927, Dabur Jamun Neem Karela Juice - 1L with Reusable Stainless Steel Straw with Cleaning Brush Set Of 5 ,430.00,430.00,None,None,Dabur
928, Society Elaichi Adrak Chai | Society Tea | Ginger & Cardamom | Refreshing & Tasteful | 250 g | Pack of 2 , 340.00 ,330.00,None,None,None
929, Manama Original Mojito Syrup Mixer for Mocktails and Cocktails (750ML) ,350.00,350.00,None,None,None
930, Duncans Finest Hand - Picked Leaf Tea Double Diamond Premium CTC Leaf Tea - 250 Grams - Pack of 3 , 405.00 ,369.00,None,None,None
931," Electrorush ORS Plus Apple Flavour Energy Drink Juice with Electrolyte, Nutrients, Vitamins, Minerals, Energy Booster, Pack of 6 (200 ml Each) ",240.00,240.00,None,None,Boost
932, STG TENDER COCONUT WATER - 200 ml Bottle ,300.00,300.00,None,None,None
933," Manama Strawberry Fruit Crush Topping for Dessert Like Cakes, Ice Creams, Pies and Shakes (1Litre) ",240.00,240.00,None,None,None
934, Shree Royal Premium leaf tea| Black Tea| pack of 2kg |Assam leaf tea ," 1,100.00 ",770.00,None,None,None
935," Colombian Brew Vanilla Instant Coffee Powder, No Sugar Vegan, 50g ", 199.00 ,167.00,None,None,None
936, Fit Tea| Sugar Free Instant Tea Premix Sachet Adrak-Elaichi 5.5g* 10 single serve sachets , 280.00 ,189.00,None,None,None
937, Amar Select Blend Leaf Tea 1 kg , 370.00 ,333.00,None,None,None
938, Karma Kettle Chamomile - Herbal Tea with Chamomile Flower - 25 Tea Bag Box , 240.00 ,144.00,None,None,Karma Kettle
939, Cloud 9 Kala Khatta | Jamun Juice/Kala Khatta Soft Drink | 300 ml Pack of 24 ,556.00,556.00,None,None,None
940, UTTAM KHETI PREMIUM TEA 1kG (1 KG) Rich Taste | Premium Tea , 460.00 ,430.00,None,None,None
941," PureFoods Vietnamese Tender Coconut Water, 100% Pure Natural | Nariyal Paani Pack of 1 - 500ml ",125.00,125.00,None,None,None
942, Vitalime Lemon Nannari Juice Mix| 100% Natural| Pure and Natural coolant -31gram (Pack of 10) , 200.00 ,176.00,None,None,None
943, Colombian Brew 100% Arabica Roasted Coffee Beans 150g ,199.00,199.00,None,None,None
944, Premium Green Tea (100 Gm Tin) , 165.00 ,132.00,None,None,None
945, Girnar Lemongrass Instant Tea Premix 14 g (10 pcs) , 150.00 ,139.00,None,None,Girnar
946," Nescafé Coffee Can - Latte, 240 ml, Light Brown JST ", 399.00 ,250.00,None,None,None
947, KRISHNA Tea - Dust 1kg Pack Leaf 500g | Assam Tea Leaves | Chai Patti | Milk Tea | Combo Pack (1.5kg ) , 599.00 ,499.00,None,None,None
948," KALFREE DETOX TEA WITH KALFREE CUP For Natural Body Cleanse, Cold Relief , Weight Loss & Belly fat ", 199.00 ,186.00,None,None,None
949, Mr.Fresh COCO MANGO JUICE WITH 25 %NATA DE COCO 300 ML Pack of 6 (6 x 300 ml) , 420.00 ,270.00,None,None,None
950," O'CEAN Fruit Water Mango & Passion Fruit flavor enriched with vitamins, electrolyte & glucose| 500ml | Pack of 24 "," 1,440.00 ","1,272.00",None,None,None
951," Colombian Brew Blueberry Chocolate Mocha Instant Coffee, No Sugar Vegan, 50g ", 199.00 ,167.00,None,None,None
952," SERVS ONE UP ENERGY DRINK | Quick Source of Energy | For Gym, Workout, and Sports | Refreshing, and Energizing Drink | Good Source of Vitamin B2, B3, and B6 | 250 ML | Pack of 24 ","1,440.00","1,440.00",None,None,None
953, Frut Jus Premium Pineapple Fruit Juice ,100.00,100.00,None,None,None
954, Tata Coffee| Refreshing Taste| Super Saver Pack| 5 Packs of 200 Gm Each| 1 Kg ,"1,195.00","1,195.00",None,None,Tata Coffee
955," Apaizer Very Berry Goli Soda Bottle, 250 Ml (Pack Of 24) "," 1,440.00 ","1,439.00",None,None,None
956, KALOUR Nannari Sharbath 700ml (2pcs) , 200.00 ,125.00,None,None,None
957," NEXTSTEP ORGANIC Premium Leaf Tea| For Daily Use Chai Patti, Best Antioxidants 250g ", 700.00 ,229.00,None,None,None
958," Pokka Ready To Drink Melon Milk Drink, 240 Ml Each (Pack Of 2) ", 380.00 ,299.00,None,None,None
959," NATURUP Tender Coconut Water Powder Mix (600g) (pack of 50) , Nariyal Pani with No Artificial Colours, Flavours or Preservatives "," 1,000.00 ",709.00,None,None,None
960, Karma Kettle Rhino Gold Premium CTC Loose Leaf Tea , 500.00 ,300.00,None,None,Karma Kettle
961," SHREEJAL COCONUT POWDER, TENDER COCONUT WATER POWDER ", 300.00 ,299.00,None,None,None
962," 1952 Strong Blend South Indian Filter Coffee Powder - Blend of Handpicked Chikmagalur Coffee, 4 packs of 250g ",480.00,480.00,None,None,None
963, Pmw - Grade A Quality - Roasted Coffee Beans - Arabica & Robusta - 100 Grams , 499.00 ,178.00,None,None,None
964, NESTREEZ GLUCON C (200 gm) With GLUCON D (200gm) Instant Energy Health Drink whith calcium , 899.00 ,240.00,None,None,None
965," AACTUALA Aloe Vera Coconut Water Fruit Juice With Mix Fruit - 200ml, Pack of 6 (6 x 0.2 L) ", 349.00 ,240.00,None,None,None
966, TEACURRY Belly Fat Tea (1 Month Pack | 30 Tea Bags) - Tummy Fat Reducing Tea for Men and Women , 799.00 ,603.00,None,None,None
967," Ahnlich Hi5 Smash Energy Drink | Quick Source of Energy | For Gym, Workout, and Sports | Refreshing, and Energizing Drink | Good Source of Vitamin B2, B3, and B6 | 250 ML | Pack of 24 "," 2,160.00 ","1,534.00",None,None,None
968, Granules n Beans Cardamom Masala Instant Tea Premix - 1kg , 490.00 ,415.00,None,None,None
969, Octavius Gold CTC Tea - 250 Gm Jar 85% Assam Black Tea & 15% Aromatic Darjeeling Leaf Tea Black Tea Mason Jar ,150.00,150.00,None,None,None
970, HERBALIFE NUTRITION Afresh Energy Drink Mix - Peach Flavor For Weight Loss , 999.00 ,599.00,None,None,None
971, Toyo Kombucha - Sparkling Fermented Tea | Trial Pack | 330ml (Pack of 6)|Tea| Sparkling Tea| Fermented Tea| Pack of Tea| , 570.00 ,514.00,None,None,None
972, Drink Masti Enjoy Masti Masti Rose Syrup for kids and teens| Flavour for various purpose-750ml ," 1,000.00 ",220.00,None,None,None
973, Ez Farmland Spices Herb Tea 100 g (Pack of 1) / Kerala Special tea Mix/Masala Tea /Herbal Tea /Healthy tea Dust /Spices Tea Dust , 199.00 ,189.00,None,None,None
974, HYDRATE Ionized Alkaline Water with Perfectly Balanced 8.5 pH & Essential Mineral Pack of 24(500 ml) ," 1,920.00 ","1,632.00",None,None,None
975," Manama Litchi Syrup | Mixer for Mocktails, Cocktails, Drinks, Juices, Beverages, 750ML Bottle ",190.00,190.00,None,None,None
976, SENSO Tea Premix Cardamom Gluten Free 1 kg , 460.00 ,350.00,None,None,None
977," Colombian Brew 3 in 1 Cappuccino Café Latte, Instant Coffee Powder Premix, 10 Sachets Box Pack of 2 ", 498.00 ,347.00,None,None,None
978," Schweppes Cola, 330 Ml ", 206.25 ,174.00,None,None,Schweppes
979," Pokka Roasted Ready To Drink Vanilla Milk Coffee, 240 Ml Each (Pack Of 2) ", 380.00 ,299.00,None,None,None
980, Dhopabor Premium Tea -1 KG (4 x 250g Value Offer Packs) | High quality Assam CTC Chai| , 388.00 ,345.00,None,None,None
981, Bayar's 80 Degree Filter Coffee 500 g ,370.00,370.00,None,None,None
982, Society Leaf & Masala Tea 1kg Combo ," 1,210.00 ","1,150.00",None,None,None
983, Hitkary Orange Frenzy Sharbat 750ml , 199.00 ,169.00,None,None,None
984, Lipton Ice Tea Lemon , 343.75 ,291.00,None,None,Lipton
985, Nescafe Gold Roastery Collection Dark Roast , 962.50 ,775.00,None,None,Nescafe
986, Sepoy & Co. Mixed Case (Pack of 12 X 200ml ) |Premium Cocktail Mixers ," 1,140.00 ","1,026.00",None,None,Sepoy & Co.
987," Colombian Brew 3 in 1 Assorted Instant Coffee Premix Cappuccino, 2 in 1, 2 Sachet per each ", 249.00 ,239.00,None,None,None
988," Ogreeny Organic Apple Cider Vinegar With Mother Vinegar, 500 ml (Pack Of 1) ", 799.00 ,218.00,None,None,None
