,Sr.No.,Grocery_Name,Brand_Name,MRP_Price,Discount_Price,Total Disc,Percetage Disc,Quantity,strip_qua,Quantity_upd,Converted_Quantity,Price_per_unit(gm/ml/pc)
877,877,Papad - Moong,Mother's Recipe,70.0,64.4,5.599999999999994,8.0,180 g ,180 g ,180 g ,180.0,0.3577777777777778
878,878,Ready To Eat - Chana Masala,MTR,120.0,120.0,0.0,0.0,300 g - Pouch,300 g ,300 g ,300.0,0.4
879,879,"Veda Marie Light Biscuits - With 5 Natural Ingredients, Tea Time Partner",Sunfeast,40.0,40.0,0.0,0.0,250 g ,250 g ,250 g ,250.0,0.16
880,880,Spicy Crispy Murukku,Sowbhagya foods,70.0,70.0,0.0,0.0,200 g ,200 g ,200 g ,200.0,0.35
881,881,Garlic Mixture,Sowbhagya foods,330.0,165.0,165.0,50.0,2 x 500 g - Multipack,2*500 g ,1000 g,1000.0,0.165
882,882,"Cuppa Noodles - Chilli Chow, 70 g, Pack Of 3",MAGGI ,150.0,150.0,0.0,0.0,3x70 g - Multipack,3*70 g ,210 g,210.0,0.7142857142857143
883,883,Bagrry`S Crunchy Diet Muesli With No Added Sugar - High Fibre  1 1 kg,Bagrrys,625.0,595.0,30.0,4.8,1 kg ,1 kg ,1 kg ,1000.0,0.595
884,884,Dairy Milk Silk Bubbly Chocolate Bar - With Cocoa Butter,Cadbury Dairy Milk Silk,555.0,484.51,70.49000000000001,12.7,3x120 g - Multipack,3*120 g ,360 g,360.0,1.3458611111111112
885,885,Dark Fantasy Choco Nut Fills Cookies,Sunfeast,40.0,40.0,0.0,0.0,75 g ,75 g ,75 g ,75.0,0.5333333333333333
886,886,2-Minute Spicy Manchurian Noodles,MAGGI ,20.0,20.0,0.0,0.0,61 g ,61 g ,61 g ,61.0,0.32786885245901637
887,887,Sour Belt Mixed Fruit Flavour Soft & Chewy Toffee,Chupa Chups,90.0,90.0,0.0,0.0,3x57.6 g - Multipack (8 pcs),3*57.6 g ,3*57.6 g ,,
888,888,Collection Pralines,Ferrero Rocher,799.0,775.03,23.970000000000027,3.0,172.2 g - (15 pcs),172.2 g ,172.2 g ,172.2,4.50075493612079
889,889,Sweet - Classic Petha,Bansiwala,189.0,170.1,18.900000000000006,10.0,350 g ,350 g ,350 g ,350.0,0.486
890,890,Sugar Free Multigrain Cookies,UNIBIC,360.0,324.0,36.0,10.0,6x75 g - Multipack,6*75 g ,450 g,450.0,0.72
891,891,"Belgian Milk Chocolate, Velvety & Smooth",Amul,160.0,160.0,0.0,0.0,125 g ,125 g ,125 g ,125.0,1.28
892,892,"Roasted Makhana - Himalayan Salted, Rich In Protein, Calcium, Yummy Snacking",Farmley,745.0,695.0,50.0,6.71,5x90 g - Multipack,5*90 g ,450 g,450.0,1.5444444444444445
893,893,Pasta & Pizza Sauce Herby Tomato| Red Pasta Sauce Herb,VEEBA,159.0,143.1,15.900000000000006,10.0,525 g ,525 g ,525 g ,525.0,0.2725714285714286
894,894,"Kerala Banana Chips - Salt & Pepper, Savoury & Crispy, Zero Cholesterol",Beyond Snack,95.0,85.5,9.5,10.0,125 g ,125 g ,125 g ,125.0,0.684
895,895,Popped Lotus Seeds - Himalaya Salt & Pepper,MR. MAKHANA,120.0,114.0,6.0,5.0,75 g ,75 g ,75 g ,75.0,1.52
896,896,Roasted Peanuts - Lemon & Chilli,JABSONS,70.0,70.0,0.0,0.0,140 g ,140 g ,140 g ,140.0,0.5
897,897,"Oats - Dark Chocolate, Healthy, High In Fibre, Breakfast Cereal, Gluten Free",Yoga Bar,25.0,15.0,10.0,40.0,40 g ,40 g ,40 g ,40.0,0.375
898,898,"Oats -Whole Grain, Breakfast Cereal, Rich In Fibre & Calcium, Good For Heart",Quaker,119.0,119.0,0.0,0.0,600 g - Pouch,600 g ,600 g ,600.0,0.19833333333333333
899,899,"Snack Bar - Multigrain, Choco",UNIBIC,240.0,180.0,60.0,25.0,6X30 g - Multipack,6*30 g ,180 g,180.0,1.0
900,900,Playz Puffs Masala Munch Namkeen,Kurkure,20.0,18.0,2.0,10.0,55 g ,55 g ,55 g ,55.0,0.32727272727272727
